v60,19,40,66,106,158,185,207,242,259,309,348,372,387,420,472,485,539,565,595,613,643,688,736,755,770,803,854,892,909,945,992,993,1045,1072,1109,1128,1163,1190,1244,1257,1290,1315,1352,1391,1432,1444,1489,1507,1560,1577,1612,1661,1676,1716,1759,1781,1816,1836,1861,1892,1930,1981,2003,2031
v61,1,34,96,113,143,162,199,232,286,320,343,365,389,448,462,506,519,571,601,625,666,690,725,766,775,831,846,881,898,931,972,1017,1036,1077,1111,1125,1167,1187,1234,1268,1291,1321,1373,1383,1431,1463,1485,1531,1541,1575,1631,1637,1687,1706,1758,1784,1793,1852,1882,1909,1927,1967,2001,2025
v62,18,60,84,116,153,163,211,228,287,318,335,374,390,446,460,506,536,546,597,621,671,702,720,766,781,823,837,891,925,953,965,1015,1037,1067,1112,1149,1166,1207,1241,1271,1292,1320,1348,1393,1420,1449,1496,1525,1555,1580,1601,1652,1676,1709,1736,1789,1816,1843,1883,1911,1952,1975,1997,2043
v63,20,38,89,115,134,190,200,255,258,319,348,380,386,443,478,504,527,564,591,610,649,675,731,755,778,803,843,869,905,936,980,1010,1056,1072,1105,1138,1176,1198,1233,1273,1291,1313,1367,1408,1416,1457,1491,1509,1560,1586,1629,1650,1685,1707,1757,1783,1811,1845,1873,1912,1949,1974,2010,2024
v64,4,53,84,98,149,175,223,245,271,305,322,373,411,443,472,502,529,575,582,630,647,697,713,755,772,825,839,889,920,945,980,998,1036,1068,1106,1138,1163,1205,1241,1261,1305,1315,1362,1403,1412,1458,1503,1519,1548,1599,1632,1657,1673,1711,1749,1780,1808,1844,1872,1901,1946,1979,1992,2026
v65,17,61,74,112,147,180,200,243,269,298,345,366,411,424,477,499,539,556,596,625,641,700,729,759,769,832,860,888,903,957,976,1015,1029,1063,1117,1130,1164,1216,1220,1278,1310,1318,1365,1381,1424,1451,1490,1518,1540,1569,1618,1650,1668,1703,1737,1771,1805,1828,1872,1915,1946,1975,1998,2023
v66,24,52,91,117,132,161,207,239,258,312,336,370,403,432,462,489,528,569,589,621,642,676,733,760,792,802,846,874,900,938,968,1017,1025,1065,1096,1128,1184,1208,1219,1280,1287,1343,1374,1399,1419,1445,1502,1527,1551,1580,1602,1662,1692,1717,1734,1772,1805,1837,1882,1898,1927,1981,2004,2034
v67,27,45,93,116,155,190,224,244,263,300,340,357,405,429,455,502,520,548,593,631,651,694,717,745,796,821,862,883,922,959,971,995,1032,1075,1107,1127,1157,1197,1235,1257,1287,1320,1371,1404,1430,1463,1475,1525,1547,1587,1628,1656,1684,1726,1732,1782,1814,1836,1872,1896,1921,1965,2003,2027
v68,28,33,76,126,136,179,222,247,275,305,338,363,402,424,455,496,532,546,588,613,646,685,725,739,798,809,837,871,914,953,989,1017,1032,1068,1116,1136,1163,1208,1245,1260,1305,1328,1370,1385,1431,1456,1484,1534,1557,1584,1623,1664,1696,1724,1746,1770,1802,1840,1866,1917,1924,1960,1996,2029
v69,12,61,77,106,137,180,208,246,272,307,342,382,394,422,464,489,519,557,592,635,653,674,710,766,791,830,860,869,919,931,964,999,1052,1064,1092,1130,1159,1196,1225,1264,1299,1337,1351,1402,1435,1460,1482,1507,1555,1599,1629,1647,1671,1708,1745,1773,1806,1840,1888,1896,1932,1981,1990,2018
v70,7,33,76,98,158,166,220,233,271,301,328,362,400,433,479,500,522,576,585,621,649,695,729,763,796,808,862,873,906,957,965,1011,1044,1062,1095,1124,1165,1192,1220,1258,1283,1329,1374,1385,1438,1446,1482,1514,1538,1599,1609,1661,1691,1697,1747,1773,1819,1831,1873,1914,1938,1953,2001,2043
v71,15,47,87,108,150,165,219,255,271,292,331,378,405,435,450,483,515,567,606,630,670,686,713,738,776,810,848,881,904,954,963,1005,1039,1080,1096,1138,1154,1209,1243,1249,1293,1342,1363,1395,1438,1448,1473,1527,1547,1584,1601,1661,1670,1708,1733,1790,1817,1831,1880,1903,1944,1956,1992,2046
v72,26,43,96,120,136,168,207,246,257,307,335,364,406,417,467,495,539,570,596,634,647,702,725,747,776,808,863,893,911,939,988,1010,1041,1063,1113,1131,1168,1208,1238,1258,1287,1340,1347,1398,1422,1466,1492,1527,1541,1596,1621,1661,1688,1702,1752,1787,1811,1827,1888,1919,1925,1980,1997,2045
v73,8,37,83,112,152,163,196,234,282,298,323,379,410,424,479,505,535,554,594,623,668,701,706,741,783,801,852,893,925,936,976,1020,1054,1063,1111,1124,1163,1197,1242,1277,1304,1313,1373,1404,1420,1445,1484,1515,1564,1600,1608,1647,1686,1723,1736,1777,1821,1831,1857,1906,1926,1980,2005,2021
v74,2,55,81,99,150,168,211,250,288,317,327,357,393,434,449,507,541,557,585,630,664,701,716,744,794,811,845,870,901,948,972,993,1047,1069,1112,1144,1163,1214,1239,1271,1282,1336,1360,1396,1421,1469,1494,1530,1560,1573,1608,1646,1689,1720,1760,1777,1817,1854,1875,1906,1951,1975,2012,2038
v75,16,53,90,119,147,189,216,230,278,314,327,369,385,429,472,490,519,559,587,621,658,704,729,754,789,827,856,881,904,953,974,1017,1025,1082,1102,1125,1163,1210,1248,1253,1311,1329,1373,1394,1438,1451,1502,1534,1567,1577,1618,1647,1695,1699,1751,1788,1796,1837,1879,1904,1921,1978,1994,2036
v76,31,44,78,114,146,171,221,225,258,307,336,354,410,438,472,509,529,557,589,622,642,676,712,739,777,808,844,888,920,955,984,998,1036,1078,1099,1140,1167,1187,1241,1276,1286,1329,1353,1402,1426,1454,1475,1510,1554,1590,1610,1643,1668,1711,1756,1773,1813,1836,1876,1914,1945,1973,1989,2023
v77,12,62,95,127,145,186,201,239,270,294,331,384,391,448,479,496,541,565,601,620,661,680,707,765,771,816,853,888,922,938,963,1001,1056,1075,1110,1121,1180,1204,1240,1255,1294,1326,1365,1382,1437,1445,1479,1519,1551,1595,1631,1645,1692,1714,1736,1776,1799,1851,1887,1918,1924,1968,1999,2023
v78,18,39,78,115,140,180,194,233,288,302,338,363,404,434,464,493,537,545,596,613,664,696,732,751,796,820,836,893,914,935,982,1021,1026,1072,1102,1122,1174,1200,1235,1253,1301,1342,1364,1407,1435,1458,1504,1534,1543,1579,1616,1635,1682,1720,1737,1776,1816,1836,1885,1892,1947,1979,2001,2046
v79,3,34,81,109,143,177,203,245,282,297,332,355,395,418,461,494,527,569,587,628,642,701,705,744,775,815,857,871,906,939,972,1011,1034,1066,1097,1122,1170,1208,1239,1267,1302,1327,1355,1382,1431,1468,1476,1533,1558,1571,1629,1640,1680,1724,1757,1788,1811,1837,1859,1892,1921,1957,1994,2028
v80,5,37,93,117,131,177,195,233,266,292,336,378,408,445,454,498,524,574,592,617,656,686,712,757,778,805,846,884,906,941,981,999,1033,1077,1089,1144,1170,1190,1233,1253,1285,1327,1345,1402,1423,1462,1504,1529,1537,1584,1631,1659,1670,1707,1757,1776,1793,1855,1888,1892,1926,1968,2001,2038
v81,1,50,65,110,133,187,224,226,258,310,347,377,413,428,449,504,528,551,587,615,657,693,721,758,777,826,838,882,909,932,982,1017,1051,1059,1090,1140,1157,1215,1245,1280,1308,1338,1352,1388,1425,1445,1485,1506,1559,1571,1620,1652,1670,1705,1751,1772,1818,1836,1864,1917,1941,1974,1985,2040
v82,21,41,76,111,141,190,215,238,276,313,335,370,393,439,479,502,532,548,592,623,655,682,732,746,776,827,839,873,918,956,986,993,1038,1079,1106,1139,1178,1195,1218,1257,1303,1313,1365,1392,1431,1458,1489,1523,1543,1588,1613,1650,1693,1708,1758,1764,1812,1856,1886,1893,1930,1953,1992,2026
v83,27,61,85,104,144,192,210,244,281,302,329,364,407,433,466,484,524,546,590,626,663,697,718,745,800,803,841,883,903,930,977,1018,1031,1073,1092,1141,1165,1206,1245,1271,1302,1324,1359,1391,1439,1452,1490,1531,1538,1573,1618,1660,1694,1718,1736,1772,1796,1832,1873,1919,1947,1956,2013,2037
v84,9,46,95,124,133,169,217,250,275,310,342,364,404,436,463,512,522,567,586,625,667,688,729,743,783,826,863,865,902,931,970,1015,1046,1074,1101,1135,1169,1216,1217,1276,1311,1339,1374,1402,1439,1467,1502,1523,1550,1599,1602,1649,1693,1727,1746,1770,1802,1847,1878,1919,1945,1955,1989,2017
v85,11,42,89,107,133,182,214,244,282,315,345,373,416,425,471,496,520,557,588,638,660,686,711,747,796,817,834,886,927,960,966,1019,1030,1070,1113,1151,1182,1186,1232,1254,1291,1336,1350,1404,1421,1446,1486,1531,1552,1592,1604,1661,1679,1708,1749,1780,1794,1849,1886,1909,1925,1984,2004,2043
